1.68902;-0.53409;-0.52331;9.28669;0.00186;-0.00053;0.00080;
1.69664;-0.53708;-0.53529;9.32201;0.00226;-0.00040;0.00160;
1.70424;-0.56043;-0.54307;9.29747;0.00479;-0.00253;0.00186;
1.71187;-0.56343;-0.54427;9.27471;0.00453;-0.00053;0.00093;
1.71950;-0.51313;-0.50954;9.29507;0.00346;-0.00186;-0.00040;
1.72713;-0.54008;-0.52990;9.29387;0.00333;-0.00093;0.00107;
1.73475;-0.53948;-0.53948;9.27950;0.00519;-0.00146;0.00213;
1.74237;-0.54187;-0.52271;9.30106;0.00346;-0.00146;0.00293;
1.75000;-0.54487;-0.52571;9.24897;0.00493;-0.00213;0.00093;
1.75763;-0.54906;-0.53529;9.28908;0.00333;-0.00253;0.00160;
1.76525;-0.55085;-0.55385;9.27651;0.00399;-0.00067;0.00240;
1.77287;-0.55325;-0.54547;9.26633;0.00306;-0.00120;0.00107;
1.78049;-0.55624;-0.52451;9.25675;0.00333;-0.00107;0.00107;
1.78811;-0.55624;-0.53289;9.24597;0.00146;-0.00186;0.00133;
1.79574;-0.53529;-0.54008;9.28010;0.00240;-0.00186;0.00200;
1.80335;-0.52990;-0.51134;9.30525;0.00146;-0.00386;0.00107;
1.81097;-0.54547;-0.54547;9.26633;0.00253;-0.00346;0.00173;
1.81861;-0.52870;-0.52331;9.28609;0.00346;-0.00426;0.00226;
1.82624;-0.55624;-0.54068;9.27591;0.00306;-0.00479;0.00386;
1.83386;-0.53768;-0.52810;9.26813;0.00373;-0.00479;0.00439;
1.84149;-0.55385;-0.55864;9.26154;0.00346;-0.00320;0.00333;
1.84912;-0.53169;-0.54666;9.25974;0.00413;-0.00399;0.00240;
1.85675;-0.52211;-0.52810;9.31782;0.00386;-0.00306;0.00240;
1.86436;-0.51134;-0.52271;9.29627;0.00333;-0.00240;0.00186;
1.87200;-0.50475;-0.52211;9.29687;0.00320;-0.00306;0.00186;
1.87961;-0.50774;-0.51313;9.30585;0.00559;-0.00320;0.00293;
1.88724;-0.54547;-0.52870;9.27890;0.00426;-0.00479;0.00213;
1.89486;-0.58199;-0.55265;9.26394;0.00426;-0.00266;0.00253;
1.90250;-0.55445;-0.53768;9.28489;0.00506;-0.00213;0.00306;
1.91011;-0.55026;-0.52331;9.27651;0.00386;-0.00333;0.00320;
1.91773;-0.56882;-0.55624;9.28609;0.00373;-0.00280;0.00320;
1.92535;-0.54606;-0.55804;9.27591;0.00413;-0.00266;0.00360;
1.93298;-0.53888;-0.52690;9.27950;0.00466;-0.00386;0.00466;
1.94060;-0.54726;-0.55385;9.29028;0.00266;-0.00333;0.00573;
1.94823;-0.54127;-0.54726;9.29387;0.00346;-0.00546;0.00559;
1.95587;-0.55265;-0.55145;9.27352;0.00346;-0.00439;0.00479;
1.96350;-0.56223;-0.54606;9.27352;0.00266;-0.00386;0.00306;
1.97112;-0.51613;-0.51732;9.26873;0.00293;-0.00333;0.00373;
1.97877;-0.53948;-0.53409;9.25076;0.00240;-0.00253;0.00293;
1.98640;-0.51074;-0.51732;9.28908;0.00346;-0.00386;0.00293;
1.99403;-0.54127;-0.53708;9.29327;0.00306;-0.00346;0.00240;
2.00165;-0.53469;-0.53708;9.27352;0.00293;-0.00293;0.00266;
2.00928;-0.50236;-0.52211;9.30764;0.00280;-0.00226;0.00133;
2.01690;-0.53409;-0.55744;9.26813;0.00466;-0.00320;0.00133;
2.02455;-0.53050;-0.53768;9.28908;0.00466;-0.00120;0.00053;
2.03216;-0.53289;-0.52571;9.28669;0.00453;-0.00226;0.00240;
2.03979;-0.53888;-0.53169;9.28369;0.00280;-0.00213;0.00186;
2.04743;-0.53708;-0.53289;9.27232;0.00346;-0.00280;0.00173;
2.05506;-0.52750;-0.51373;9.28130;0.00333;-0.00293;0.00253;
2.06269;-0.53349;-0.54247;9.26753;0.00320;-0.00200;0.00186;
2.07030;-0.53708;-0.54247;9.26334;0.00346;-0.00080;0.00293;
2.07790;-0.53648;-0.56642;9.28489;0.00306;-0.00067;0.00213;
2.08553;-0.54127;-0.54547;9.25615;0.00266;-0.00160;0.00133;
